PLAN_ID,BENEFIT_NAME,BENEFIT_GRP,PPT_Flag,PRODCODE,ARO_PC,TYPE,TYPE2,TYPE3,MinAge,MaxAge,MinTerm,MaxTerm,Minppt,Maxppt,MaxMatAge,MinMatAge,MinPrem,MaxPrem,MinSA,MaxSA,MapTo,DBOPT,Count,RE_CODE,FA_Zero,UIN_IND,NO_UIN_IND,DBO,VAL_METHOD,Revival_Period,Post_2013_Ind,ROP_IND,Payout_opt
UNCF20,Capital Builder Unit Linked Investment Plan - 20 Pay,Capital Builder,0,U_CAPB,U_CAPB,UL,Plan,UL,0,55,20,20,20,20,75,0,0,9999999999,0,99999999999,U_CAPB,99,1,0,0,0,0,1,0,36,0,0,0
UNCR20,Capital Builder Unit Linked Investment Plan Risk Coverage - 20 Pay,Capital Builder,0,U_CAPB,U_CAPB,UL,Plan,UL,0,55,20,20,0,100,75,0,15000,300000,150000,3000000,U_CAPB,99,0,0,0,0,0,1,0,36,0,0,0
DWLPL,Life Line - Wellness Plan,0,0,C_NWLL,C_NWLL,HL,Plan,Health,18,60,10,20,10,20,75,28,1300,9999999999,1,99999999999,C_NWLL,99,99,10,0,0,0,1,0,0,0,0,0
DWPLP,Life Line - Wellness Plus Plan,0,0,C_NWLP,C_NWLP,HL,Plan,Health,18,60,10,20,10,20,75,28,1300,9999999999,1,99999999999,C_NWLP,99,99,20,0,0,0,1,0,0,0,0,0
DHCS,Life Line - Medi Cash Plan,0,0,C_NMCS,C_NMCS,HL,Plan,Health,18,55,10,10,10,10,65,28,1300,9999999999,1,99999999999,C_NMCS,99,99,30,0,0,0,1,0,0,0,0,0
DHCSP,Life Line - Medi Cash Plus Plan,0,0,C_NMCP,C_NMCP,HL,Plan,Health,18,55,10,10,10,10,65,28,1300,9999999999,1,99999999999,C_NMCP,99,99,40,0,0,0,1,0,0,0,0,0
DSNET,Life Line - Safety Net Plan,0,0,C_NSFN,C_NSFN,HL,Plan,Health,18,60,10,30,1,30,75,28,1300,9999999999,1,99999999999,C_NSFN,99,99,50,0,0,0,1,0,6,0,0,0
DADB,Safety Net Accidental Death Benefit,0,0,C_SADB,C_SADB,HL,Rider,Health,0,100,1,100,1,100,100,0,1,9999999999,1,99999999999,C_SADB,99,99,0,0,1,17,1,0,0,0,0,0
DACIB,Safety Net Critical Illness Benefit,0,0,C_SCIB,C_SCIB,HL,Rider,Health,0,100,1,100,1,100,100,0,1,9999999999,1,99999999999,C_SCIB,99,99,0,0,1,10,1,0,0,0,0,0
DTPD,Safety Net Total Disability Benefit,0,0,C_STPD,C_STPD,HL,Rider,Health,0,100,1,100,1,100,100,0,1,9999999999,1,99999999999,C_STPD,99,99,0,0,2,63,1,0,0,0,0,0
ULUBFV,Unit Builder Unit Linked Investment Plan - Fund Coverage,Unit Builder,0,U_UNBL,U_UNBL,UL,Plan,UL,0,50,11,20,0,20,70,0,0,9999999999,0,99999999999,U_UNBL,99,1,0,0,0,0,1,0,36,0,0,0
ULUBRE,Unit Builder Unit Linked Investment Plan - Risk Coverage,Unit Builder,0,U_UNBL,U_UNBL,UL,Plan,UL,0,50,11,20,0,20,70,0,12000,9999999999,120000,99999999999,U_UNBL,99,0,0,0,0,0,1,0,36,0,0,0
UAFSL3,Life sec Ret Builder - ULIP - Level Simplified-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,0,20,75,18,0,9999999999,0,9999999999,UABSL,99,1,0,0,0,0,1,0,36,0,0,0
UABSL3,Life sec Ret Builder - ULIP - Level Simplified Base Risk-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABSL,99,0,0,0,0,0,1,0,36,0,0,0
UAFLI3,Life sec Ret Builder - ULIP - Increasing Standard-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLI,99,1,0,0,0,0,1,0,36,0,0,0
UABLI3,Life sec Ret Builder - ULIP - Increasing Standard base Risk-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABLI,99,0,0,0,0,0,1,0,36,0,0,0
UAILI3,Life sec Ret Builder - ULIP - Increasing Standard Increasing-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLI,99,0,0,0,0,0,1,0,36,0,0,0
UAFSI3,Life sec Ret Builder - ULIP - Increasing Simplified-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABSI,99,1,0,0,0,0,1,0,36,0,0,0
UABSI3,Life sec Ret Builder - ULIP - Increasing Simplified Base Risk-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABSI,99,0,0,0,0,0,1,0,36,0,0,0
UAISI3,Life sec Ret Builder - ULIP - Increasing Simplified Increasing-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABSI,99,0,0,0,0,0,1,0,36,0,0,0
UAFLL3,Life sec Ret Builder - ULIP - Level Standard-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,0,9999999999,0,9999999999,UABLL,99,1,0,0,0,0,1,0,36,0,0,0
UABLL3,Life sec Ret Builder - ULIP - Level Standard Base Risk-New,Life Sec Ret Builder,1,U_AMUL,UGAMUL,UL,Plan,UL,0,60,15,20,15,20,75,18,10000,100000,100000,1000000,UABLL,99,0,0,0,0,0,1,0,36,0,0,0
DFFB,Max New York Life - Life Line - Healthy Family - Base Floater,0,0,C_FMLY,C_NHFP,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,61,0,0,0,1,0,0,0,0,0
DFFBD,Max New York Life - Life Line - Healthy Family - Base Floater DD,0,0,C_FMLY,C_NHFD,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,61,0,0,0,1,0,0,0,0,0
DFFC,Max New York Life - Life Line - Healthy Family - Child Floater,0,0,C_FMLY,C_NHFS,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,62,0,0,0,1,0,0,0,0,0
DFFPB,Max New York Life - Life Line - Healthy Family Plus - Base Floater,0,0,C_FMLY,C_NHFP,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,61,0,0,0,1,0,0,0,0,0
DFFPBD,Max New York Life - Life Line - Healthy Family Plus - Base Floater DD,0,0,C_FMLY,C_NHFD,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,61,0,0,0,1,0,0,0,0,0
DFFPC,Max New York Life - Life Line - Healthy Family Plus - Child Floater,0,0,C_FMLY,C_NHFS,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,62,0,0,0,1,0,0,0,0,0
DFFPP,Max New York Life - Life Line - Healthy Family Plus - Parent Floater,0,0,C_FMLY,C_NHFS,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,63,0,0,0,1,0,0,0,0,0
DFFPPD,Max New York Life - Life Line - Healthy Family Plus - Parent Floater DD,0,0,C_FMLY,C_NHFD,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,63,0,0,0,1,0,0,0,0,0
DFFPS,Max New York Life - Life Line - Healthy Family Plus - Spouse Floater,0,0,C_FMLY,C_NHFS,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,64,0,0,0,1,0,0,0,0,0
DFFPSD,Max New York Life - Life Line - Healthy Family Plus - Spouse Floater DD,0,0,C_FMLY,C_NHFD,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,64,0,0,0,1,0,0,0,0,0
DFFS,Max New York Life - Life Line - Healthy Family - Spouse Floater,0,0,C_FMLY,C_NHFS,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,64,0,0,0,1,0,0,0,0,0
DFFSD,Max New York Life - Life Line - Healthy Family - Spouse Floater DD,0,0,C_FMLY,C_NHFD,HL,Plan,Health,0,65,10,10,10,10,75,0,0,9999999999,0,9999999999,C_FMLY,99,99,64,0,0,0,1,0,0,0,0,0
ULXFE3,Max New York Life - SMART Xpress (ULIP - 3 Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,3,3,70,0,0,9999999999,0,9999999999,U_SMXP,99,1,0,0,0,0,1,0,36,0,0,0
ULXRE3,Max New York Life - SMART Xpress Risk (ULIP - 3 Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,3,3,70,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,0,0,0,1,0,36,0,0,0
ULXPE3,Max New York Life - SMART Xpress Premium (ULIP - 3 Pay),Smart Xpress,1,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,3,3,70,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,1,0,0,1,0,36,0,0,0
ULXFE5,Max New York Life - SMART Xpress (ULIP - 5 Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,5,5,70,0,0,9999999999,0,9999999999,U_SMXP,99,1,0,0,0,0,1,0,36,0,0,0
ULXRE5,Max New York Life - SMART Xpress Risk (ULIP - 5 Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,5,5,70,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,0,0,0,1,0,36,0,0,0
ULXPE5,Max New York Life - SMART Xpress Premium (ULIP - 5 Pay),Smart Xpress,1,U_SMXP,U_SMXP,UL,Plan,UL,0,60,10,10,5,5,70,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,1,0,0,1,0,36,0,0,0
ULXFE1,Max New York Life - SMART Xpress (ULIP - Single Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,55,10,10,1,1,65,0,0,9999999999,0,9999999999,U_SMXP,99,1,0,0,0,0,1,0,36,0,0,0
ULXRE1,Max New York Life - SMART Xpress Risk (ULIP - Single Pay),Smart Xpress,0,U_SMXP,U_SMXP,UL,Plan,UL,0,55,10,10,1,1,65,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,0,0,0,1,0,36,0,0,0
ULXPE1,Max New York Life - SMART Xpress Premium (ULIP - Single Pay),Smart Xpress,1,U_SMXP,U_SMXP,UL,Plan,UL,0,55,10,10,1,1,65,0,0,9999999999,0,9999999999,U_SMXP,99,0,0,1,0,0,1,0,36,0,0,0
UNPFV6,Max New York Life - Smart Invest Pension Plus (Fund Coverage),Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,10,52,70,50,0,9999999999,0,99999999999,UNSINP,99,1,0,0,0,0,1,0,36,0,0,0
UNPRE6,Max New York Life - Smart Invest Pension Plus ( Risk Coverage),Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,10,52,70,50,12000,9999999999,0,99999999999,UNSINP,99,0,0,0,0,0,1,0,36,0,0,0
UNPF5P,Max New York Life - Smart Invest Pension 5 pay (Fund Coverage),Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,5,5,70,50,0,9999999999,0,99999999999,UNSINP,99,1,0,0,0,0,1,0,36,0,0,0
UNPR5P,Max New York Life - Smart Invest Pension 5 pay (Risk Coverage),Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,5,5,70,50,50000,9999999999,0,99999999999,UNSINP,99,0,0,0,0,0,1,0,36,0,0,0
UNPFSP,Max New York Life - Smart Invest Pension Plus (Single pay - Fund coverage,Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,1,1,70,50,0,9999999999,0,99999999999,UNSINP,99,1,0,0,0,0,1,0,36,0,0,0
UNPRSP,Max New York Life - Smart Invest Pension Plus (Single pay - Risk coverage,Smart Invest Pension Plus,0,U_SINP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,1,1,70,50,100000,9999999999,0,99999999999,UNSINP,99,0,0,0,0,0,1,0,36,0,0,0
USLFV,Max New York Life-Secure Dreams Plan,Secure Dreams,0,U_SECD,U_SECD,Universal,Plan,UL,21,55,11,20,0,100,66,33,0,9999999999,0,99999999999,U_SDMS,99,1,0,0,0,0,1,0,24,0,0,0
USLPE,Max New York Life-Secure Dreams Plan(Premium),Secure Dreams,1,U_SECD,U_SECD,Universal,Plan,UL,21,55,11,20,0,100,66,33,15000,200000,0,99999999999,U_SDMS,99,0,0,1,0,0,1,0,24,0,0,0
USLRE,Max New York Life-Secure Dreams Plan(Risk),Secure Dreams,0,U_SECD,U_SECD,Universal,Plan,UL,21,55,11,20,0,100,66,33,0,9999999999,0,99999999999,U_SDMS,99,0,0,0,0,0,1,0,24,0,0,0
USLWP,Max New York Life-Secure Dreams Plan(WOP),Secure Dreams,0,U_SWOP,U_SWOP,Universal,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,U_SDMS,99,1,0,0,2,64,1,0,0,0,0,0
UNPFV7,Max New York Life - Smart Invest Pension Plus (Fund Coverage),Smart Invest Pension Plus,0,U_SIPP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,0,100,70,50,0,9999999999,0,99999999999,UNSINP,99,1,0,0,0,0,1,0,36,0,0,0
UNPRE7,Max New York Life - Smart Invest Pension Plus ( Risk Coverage),Smart Invest Pension Plus,0,U_SIPP,U_SIPP,UL_PENSION,Plan,UL,18,60,10,52,0,100,70,50,0,9999999999,0,99999999999,UNSINP,99,0,0,0,0,0,1,0,36,0,0,0
UMBFV,Max New York Life - Amsure Magic Builder (Fund Coverage),Magic Builder,0,U_MGBL,U_MGBL,UL,Plan,UL,21,50,15,25,0,100,65,36,0,9999999999,0,99999999999,U_MGBL,99,1,0,0,0,0,1,0,36,0,0,0
UMBRE,Max New York Life - Amsure Magic Builder (Risk Coverage),Magic Builder,0,U_MGBL,U_MGBL,UL,Plan,UL,21,50,15,25,0,100,65,36,0,9999999999,150000,2000000,U_MGBL,99,0,0,0,0,0,1,0,36,0,0,0
UMBPE,Max New York Life - Amsure Magic Builder (Premium Coverage),Magic Builder,1,U_MGBL,U_MGBL,UL,Plan,UL,21,50,15,25,0,100,65,36,15000,100000,0,99999999999,U_MGBL,99,0,0,1,0,0,1,0,36,0,0,0
UMBWP,Max New York Life - Amsure Magic Builder (WOP Coverage),Amsure Magic Builder,1,U_SWOP,U_SWOP,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,U_MGBL,99,1,0,0,2,65,1,0,36,0,0,0
UMBAR,Max New York Life - Amsure Magic Builder (Addl Risk Coverage),Magic Builder,0,U_MGBL,U_MGBL,UL,Rider,UL,21,50,15,25,0,100,65,36,0,9999999999,0,99999999999,U_MGBL,99,0,0,0,2,66,1,0,36,0,0,0
URXF03,Max New York Life-Smart Xpress (3-Pay Plan),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,3,3,70,10,0,9999999999,0,99999999999,U_SXP1,99,1,0,0,0,0,1,0,36,0,0,0
URXR03,Max New York Life-Smart Xpress (3-Pay Risk),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,3,3,70,10,0,9999999999,0,99999999999,U_SXP1,99,0,0,0,0,0,1,0,36,0,0,0
URXP03,Max New York Life-Smart Xpress (3-Pay Premium),Smart Xpress_New,1,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,3,3,70,10,100000,9999999999,0,99999999999,U_SXP1,99,0,0,1,0,0,1,0,36,0,0,0
URXAR,Max New York Life-Smart Xpress (Additional Risk),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,3,3,70,10,0,9999999999,0,99999999999,U_SXP1,99,0,0,0,0,0,1,0,36,0,0,0
URHAD,Personal Accident Benefit Rider(Pr Driven),Personal Accident Benefit Rider(Pr Driven),1,U_PAB_,UGADBR,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,4000000,UGADBR,99,1,0,0,1,27,1,0,36,0,0,0
URHDD,Dread DiseaseRider(Pr Driven),Dread DiseaseRider(Pr Driven),1,U_DDR_,UGDD_R,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
URXF05,Max New York Life-Smart Xpress (5-Pay Plan),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,5,5,70,10,0,9999999999,0,99999999999,U_SXP1,99,1,0,0,0,0,1,0,36,0,0,0
URXR05,Max New York Life-Smart Xpress (5-Pay Risk),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,5,5,70,10,0,9999999999,0,99999999999,U_SXP1,99,0,0,0,0,0,1,0,36,0,0,0
URXP05,Max New York Life-Smart Xpress (5-Pay Premium),Smart Xpress_New,1,U_SXP1,U_SXP1,UL,Plan,UL,0,60,10,10,5,5,70,10,50000,9999999999,0,99999999999,U_SXP1,99,0,0,1,0,0,1,0,36,0,0,0
URXF01,Max New York Life-Smart Xpress (Single Pay Plan),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,55,10,10,1,1,65,10,0,9999999999,0,99999999999,U_SXP1,99,1,0,0,0,0,1,0,36,0,0,0
URXR01,Max New York Life-Smart Xpress (Single Pay Risk),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,55,10,10,1,1,65,10,0,9999999999,0,99999999999,U_SXP1,99,0,0,0,0,0,1,0,36,0,0,0
URXP01,Max New York Life-Smart Xpress (Single Pay Premium),Smart Xpress_New,1,U_SXP1,U_SXP1,UL,Plan,UL,0,55,10,10,1,1,65,10,150000,9999999999,0,99999999999,U_SXP1,99,0,0,1,0,0,1,0,36,0,0,0
URXSAR,Max New York Life-Smart Xpress (Single PayAdditional Risk),Smart Xpress_New,0,U_SXP1,U_SXP1,UL,Plan,UL,0,55,10,10,1,1,65,10,0,9999999999,0,99999999999,U_SXP1,99,0,0,0,0,0,1,0,36,0,0,0
URFBFV,Max New York Life-Fortune Builder,Fortune Builder,0,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,0,9999999999,0,99999999999,U_FUTB,99,1,0,0,0,0,1,0,36,0,0,0
URFBRE,Max New York Life-Fortune Builder(Risk),Fortune Builder,0,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,0,9999999999,120000,99999999999,U_FUTB,99,0,0,0,0,0,1,0,36,0,0,0
URFBPE,Max New York Life-Fortune Builder(Premium),Fortune Builder,1,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,24000,9999999999,0,99999999999,U_FUTB,99,0,0,1,0,0,1,0,36,0,0,0
URFBFI,Max New York Life-Fortune Builder(indexed),Fortune Builder,0,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,0,9999999999,0,99999999999,U_FUTB,99,1,0,0,0,0,1,0,36,0,0,0
URFBRI,Max New York Life-Fortune Builder(Risk)(Indexed),Fortune Builder,0,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,0,9999999999,120000,99999999999,U_FUTB,99,0,0,0,0,0,1,0,36,0,0,0
URFBPI,Max New York Life-Fortune Builder(Premium)(Indexed),Fortune Builder,1,U_FRBL,U_FRBL,UL,Plan,UL,7,60,10,20,0,100,80,17,24000,9999999999,0,99999999999,U_FUTB,99,0,0,1,0,0,1,0,36,0,0,0
URBPFV,Max New York Life-Unit Builder Plus(10 Pay),Unit Builder Plus,0,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,0,9999999999,0,99999999999,U_UBLP,99,1,0,0,0,0,1,0,36,0,0,0
URBPPE,Max New York Life-Unit Builder Plus(10 Pay)(Premium),Unit Builder Plus,1,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,12000,50000,0,99999999999,U_UBLP,99,0,0,1,0,0,1,0,36,0,0,0
URBPRE,Max New York Life-Unit Builder Plus(10 Pay)(Risk),Unit Builder Plus,0,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,0,9999999999,120000,500000,U_UBLP,99,0,0,0,0,0,1,0,36,0,0,0
URBIFV,Max New York Life-Unit Builder Plus(10 Pay)-Indexed,Unit Builder Plus,0,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,0,9999999999,0,99999999999,U_UBLP,99,1,0,0,0,0,1,0,36,0,0,0
URBIPE,Max New York Life-Unit Builder Plus(10 Pay)(Premium)-Indexed,Unit Builder Plus,1,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,12000,50000,0,99999999999,U_UBLP,99,0,0,1,0,0,1,0,36,0,0,0
URBIRE,Max New York Life-Unit Builder Plus(10 Pay)(Risk)-Indexed,Unit Builder Plus,0,U_UNBP,U_UNBP,UL,Plan,UL,7,55,20,20,10,10,75,27,0,9999999999,120000,99999999999,U_UBLP,99,0,0,0,0,0,1,0,36,0,0,0
URESFV,Max New York LIfe-Shiksha Plus,Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,0,99999999999,U_SHKP,99,1,0,0,0,0,1,0,36,0,0,0
URESPE,Max New York LIfe-Shiksha Plus(Premium),Shiksha Plus,1,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,24000,9999999999,0,99999999999,U_SHKP,99,0,0,1,0,0,1,0,36,0,0,0
URESRE,Max New York LIfe-Shiksha Plus(Risk),Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,240000,99999999999,U_SHKP,99,0,0,0,0,0,1,0,36,0,0,0
URESWP,Max New York LIfe-Shiksha Plus(WOP),Shiksha Plus,1,U_SWOP,U_SWOP,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,2,67,1,0,36,0,0,0
URESAR,Max New York LIfe-Shiksha Plus(Additional Cover),Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,0,99999999999,U_SHKP,99,0,0,0,0,0,1,0,36,0,0,0
URESF5,Max New York LIfe-Shiksha Plus-5 Pay,Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,10,10,5,5,65,31,0,9999999999,0,99999999999,U_SHKP,99,1,0,0,0,0,1,0,36,0,0,0
URESP5,Max New York LIfe-Shiksha Plus(Premium)-5Pay,Shiksha Plus,1,U_SHKP,U_SHKP,UL,Plan,UL,21,55,10,10,5,5,65,31,50000,9999999999,0,99999999999,U_SHKP,99,0,0,1,0,0,1,0,36,0,0,0
URESR5,Max New York LIfe-Shiksha Plus(Risk)-5 Pay,Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,10,10,5,5,65,31,0,9999999999,500000,99999999999,U_SHKP,99,0,0,0,0,0,1,0,36,0,0,0
URESW5,Max New York LIfe-Shiksha Plus(WOP)-5 Pay,Shiksha Plus,1,U_SWOP,U_SWOP,UL,Rider,UL,21,55,10,10,5,5,65,31,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,2,68,1,0,36,0,0,0
URESFI,Max New York LIfe-Shiksha Plus-Indexed,Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,0,99999999999,U_SHKP,99,1,0,0,0,0,1,0,36,0,0,0
URESPI,Max New York LIfe-Shiksha Plus(Premium)-Indexed,Shiksha Plus,1,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,0,99999999999,U_SHKP,99,0,0,1,0,0,1,0,36,0,0,0
URESRI,Max New York LIfe-Shiksha Plus(Risk)-Indexed,Shiksha Plus,0,U_SHKP,U_SHKP,UL,Plan,UL,21,55,15,25,15,25,70,36,0,9999999999,0,99999999999,U_SHKP,99,0,0,0,0,0,1,0,36,0,0,0
UPSRF,Max New York Life-Smart Invest Pension Super (regular Plan),Smart invest Pension Super,0,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,11,52,11,52,70,50,0,9999999999,0,99999999999,U_SIPS,99,1,0,0,0,0,1,0,36,0,0,0
UPSRR,Max New York Life-Smart Invest Pension Super (regular Premium),Smart invest Pension Super,1,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,11,52,11,52,70,50,0,9999999999,0,99999999999,U_SIPS,99,0,0,0,0,0,1,0,36,0,0,0
UPSHDD,Max New York Life-Smart Invest Pension Super (DD Rider),Max New York Life-Smart Invest Pension Super (DD R,1,U_DDR_,UGDD_R,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
UPSHAD,Max New York Life-Smart Invest Pension Super (ADB Rider),Max New York Life-Smart Invest Pension Super (ADB ,1,U_PAB_,UGADBR,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,4000000,UGADBR,99,1,0,0,2,69,1,0,36,0,0,0
UPSIRF,Max New York Life-Smart Invest Pension Super (regular Plan)-Indexed,Smart invest Pension Super,0,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,11,52,11,52,70,50,0,9999999999,0,99999999999,U_SIPS,99,1,0,0,0,0,1,0,36,0,0,0
UPSIRR,Max New York Life-Smart Invest Pension Super (regular Premium)-Indexed,Smart invest Pension Super,1,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,11,52,11,52,70,50,0,9999999999,0,99999999999,U_SIPS,99,0,0,0,0,0,1,0,36,0,0,0
UPS5PF,Max New York Life-Smart Invest Pension Super (5 Pay Plan),Smart invest Pension Super,0,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,10,10,5,5,70,50,0,9999999999,0,99999999999,U_SIPS,99,1,0,0,0,0,1,0,36,0,0,0
UPS5PR,Max New York Life-Smart Invest Pension Super (5 Pay Premium),Smart invest Pension Super,1,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,10,10,5,5,70,50,50000,9999999999,0,99999999999,U_SIPS,99,0,0,0,0,0,1,0,36,0,0,0
UPSSPF,Max New York Life-Smart Invest Pension Super (Single Pay Plan),Smart invest Pension Super,0,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,10,10,1,1,70,50,0,9999999999,0,99999999999,U_SIPS,99,1,0,0,0,0,1,0,36,0,0,0
UPSSPR,Max New York Life-Smart Invest Pension Super (Single Pay Premium),Smart invest Pension Super,1,U_SIPS,U_SIPS,UL_PENSION,Plan,UL,18,60,10,10,1,1,70,50,100000,9999999999,0,99999999999,U_SIPS,99,0,0,0,0,0,1,0,36,0,0,0
